f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr
2;2018;370;411;1;1;204;206;205;;2;2;2;5;6;4;;;;F2;;;440
2;2018;371;411;1;1;66;53;60;;3;3;3;5;6;4;;;;G52;;;370
2;2018;372;101;1;1;474;485;480;;1;1;1;4;4;6;;;;;;;371
2;2018;373;101;1;1;522;538;530;;1;1;1;4;4;6;;;;;;;372
2;2018;374;101;1;1;360;382;371;;1;1;1;4;4;6;;;;;;;373
2;2018;376;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;377;101;1;1;440;436;438;;1;1;1;4;4;6;;;;S02;;;303
2;2018;378;411;1;1;201;199;200;;2;1;1;5;6;4;;;;;;;377
2;2018;379;101;1;1;466;459;463;;1;1;1;4;4;6;;;;;;;378
2;2018;380;411;1;1;176;188;182;;2;1;2;5;6;4;;;;;;;379
2;2018;381;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;382;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;383;101;3;7;230;231;231;;;;;;;;;;;A1;;;487
2;2018;384;411;9;9;;;0;;;;;;;;;;;;;;
2;2018;385;101;1;1;393;419;406;;1;2;2;5;5;5;;;;F2;F53;;383
2;2018;387;101;1;1;563;555;559;;1;1;1;4;4;6;;;;;;;427
2;2018;388;101;1;1;569;561;565;;1;1;1;4;4;6;;;;;;;385
2;2018;389;101;1;1;351;348;350;;1;2;2;5;4;6;;;;S02;;;388
2;2018;390;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;391;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;392;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;393;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;394;411;1;1;133;138;136;;3;1;2;5;6;4;;;;G21;;;389
2;2018;395;101;3;5;250;255;253;;;;;;;;;;;;;;
2;2018;396;411;1;1;144;146;145;;3;1;3;5;6;4;;;;G62;F7;;394
2;2018;397;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;398;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;399;101;3;5;;;0;;;;;;;;;;;A3;;;
2;2018;401;101;1;1;261;247;254;;1;3;3;5;5;4;;;;G23;S03;;412
2;2018;402;411;1;1;137;141;139;;3;1;2;5;6;4;;;;;;;275
2;2018;403;101;3;5;240;235;238;;;;;;;;;;;;;;
2;2018;404;101;3;5;452;434;443;;;;;;;;;;;;;;
2;2018;405;411;1;1;150;190;170;;3;3;3;5;6;4;;;;G63;;;402
2;2018;406;101;1;1;406;502;454;;1;2;2;5;4;6;;;;S02;;;401
